,country_region,Model,Scenario,Category,Subcategory,Indicator,composite_name,Definition,Unit,Year,Value,Timestamp
0,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2100,,2100-01-01
1156,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1157,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1158,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1159,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1160,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1161,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1162,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1163,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1164,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1165,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1166,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1167,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1168,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1169,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1170,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1171,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1172,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1173,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1174,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1175,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1176,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1177,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1178,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1179,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1180,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1181,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2023,,2023-01-01
1182,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1183,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1184,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2023,,2023-01-01
1185,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1186,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1187,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2023,,2023-01-01
1188,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1189,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1190,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1191,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1192,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1193,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1194,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1195,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1196,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1197,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1198,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1199,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1200,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1201,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1202,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1203,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1204,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1205,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1206,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1207,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1208,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1209,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1210,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1211,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1212,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1213,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1214,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1215,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1216,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1217,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2022,,2022-01-01
1218,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1219,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1220,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2022,,2022-01-01
1221,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1222,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1223,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2022,,2022-01-01
1224,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1225,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1226,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1227,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1228,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1229,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1230,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1231,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1232,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1233,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1234,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1235,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1236,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1237,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1238,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher renewables more energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1239,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1240,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1241,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1242,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Energy Crops,"Agriculture, Land Use and Forestry | Land Cover | Energy Crops","Land dedicated to energy crops (e.g., switchgrass, miscanthus, fast-growing wood species)",million Ha/yr,2021,,2021-01-01
1243,United Kingdom,2050 Pathways Calculator,Friends of the Earth,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1244,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher CCS more bioenergy),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1245,United Kingdom,2050 Pathways Calculator,Campaign to Protect Rural England,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1246,United Kingdom,2050 Pathways Calculator,Analogus to markal 3.26,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1247,United Kingdom,2050 Pathways Calculator,Sustainable Energy Association Pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1248,United Kingdom,2050 Pathways Calculator,National Grid,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1249,United Kingdom,2050 Pathways Calculator,Mark Brinkley,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1250,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1251,United Kingdom,2050 Pathways Calculator,Association for Conservation of Energy,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1252,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1253,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Agriculture energy use,Electricity,"Agriculture, Land Use and Forestry | Agriculture energy use | Electricity",Electricity consumption by the agticulture sector,EJ/yr,2021,,2021-01-01
1254,United Kingdom,2050 Pathways Calculator,Carbon Plan Pathway (Higher nuclear less energy efficiency),"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1255,United Kingdom,2050 Pathways Calculator,Doesn't tackle climate change,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
1256,United Kingdom,2050 Pathways Calculator,Low cost pathway,"Agriculture, Land Use and Forestry",Land Cover,Forest,"Agriculture, Land Use and Forestry | Land Cover | Forest",Land under managed and unmanaged forests,million Ha/yr,2021,,2021-01-01
